ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_tendance,configuration_tendance,score_opportunite,stop_suggere,objectif_suggere,date
BN.PA,Danone,Agroalimentaire,70.0,2.28,1236855,1437362.0,0.86,70.929,70.932,69.7,47.9,1.395,1.78,80.14,60.64,74.68,68.12,baissier,0.0,,1.0,False,2,EMA20 > EMA9 > Prix > EMA200,1,67.91,73.49,2026-07-24
DSY.PA,Dassault Systèmes,Technologie,19.88,7.9,4470250,1829906.0,2.44,18.496,18.353,21.207,65.1,0.73,3.8,30.36,15.82,20.16,17.56,haussier,0.0,haussière,0.0,True,0,EMA200 > Prix > EMA9 > EMA20,6,18.78,21.71,2026-07-24
EDEN.PA,Edenred,Services,26.41,0.99,591157,834412.0,0.71,26.052,25.006,21.913,66.1,0.848,3.12,27.6,15.23,27.6,22.18,,,,4.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,25.14,28.53,2026-07-24
ENGI.PA,Engie,Énergie,27.79,0.25,2483064,2473494.0,1.0,27.341,27.21,25.192,58.1,0.496,1.67,29.89,17.2,27.87,26.46,,2.0,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,27.05,29.03,2026-07-24
EL.PA,EssilorLuxottica,Santé/Optique,163.5,0.99,403970,587507.0,0.69,165.801,168.116,211.327,41.3,4.647,2.38,323.8,160.6,177.95,160.6,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,156.53,175.12,2026-07-24
ERF.PA,Eurofins Scientific,Santé,66.4,0.42,273509,242212.0,1.13,68.524,68.25,63.845,44.5,1.845,2.63,74.32,54.86,71.28,64.56,,,,1.0,False,0,EMA9 > EMA20 > Prix > EMA200,0,63.63,71.01,2026-07-24
RMS.PA,Hermès,Luxe,1643.0,1.26,50640,72350.0,0.7,1656.985,1652.909,1846.835,48.7,44.702,2.32,2359.0,1529.0,1709.0,1564.0,,7.0,,,False,0,EMA200 > EMA9 > EMA20 > Prix,0,1575.95,1754.76,2026-07-24
KER.PA,Kering,Luxe,242.3,1.47,271100,258105.0,1.05,247.503,250.195,257.624,42.6,8.59,2.86,354.2,207.9,270.25,236.2,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,229.42,263.77,2026-07-24
OR.PA,L'Oréal,Cosmétiques,374.7,1.59,272601,320182.0,0.85,377.524,379.377,373.357,45.2,8.143,1.88,408.35,338.85,393.5,366.1,,8.0,,1.0,False,2,EMA20 > EMA9 > Prix > EMA200,2,362.49,395.06,2026-07-24
LR.PA,Legrand,Industrie,134.3,-0.48,388638,553853.0,0.7,136.866,139.339,138.629,36.9,3.859,2.65,166.95,121.95,148.2,133.2,,,,,False,0,EMA20 > EMA200 > EMA9 > Prix,0,128.51,143.95,2026-07-24
MC.PA,LVMH,Luxe,461.7,1.8,602580,437644.0,1.38,476.235,483.243,513.42,39.0,13.347,2.36,654.7,440.0,503.8,449.5,,3.0,,1.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,441.68,495.07,2026-07-24
ML.PA,Michelin,Industrie,34.41,-0.32,2719577,1468072.0,1.85,34.703,34.445,31.837,52.5,0.623,1.79,35.72,25.51,35.72,33.29,,,,,True,0,EMA9 > EMA20 > Prix > EMA200,0,33.48,35.97,2026-07-24
ORA.PA,Orange,Télécom,16.16,-0.77,3400136,4400283.0,0.77,16.263,16.362,16.133,43.2,0.312,1.73,18.81,13.07,16.99,15.62,,,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,15.69,16.94,2026-07-24
RI.PA,Pernod Ricard,Boissons,62.9,1.16,378130,640782.0,0.59,63.801,64.006,72.17,45.6,1.773,2.67,107.45,58.6,66.82,61.16,,1.0,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,60.24,67.33,2026-07-24
PUB.PA,Publicis,Communication,88.42,2.6,355857,612938.0,0.58,87.421,87.302,83.56,53.7,2.474,2.84,92.78,68.14,92.26,81.52,haussier,0.0,,,False,7,Prix > EMA9 > EMA20 > EMA200,8,84.71,94.61,2026-07-24
RNO.PA,Renault,Automobile,26.14,0.42,1198308,1369106.0,0.88,26.133,26.251,30.821,47.5,0.79,2.65,37.97,24.66,27.22,24.66,,,,,False,0,EMA200 > EMA20 > Prix > EMA9,0,24.96,28.11,2026-07-24
SAF.PA,Safran,Aéronautique,329.8,2.61,497864,622932.0,0.8,328.204,329.847,303.509,51.1,8.861,2.5,360.8,262.6,360.8,316.9,,4.0,,,False,0,EMA20 > Prix > EMA9 > EMA200,0,316.51,351.95,2026-07-24
SGO.PA,Saint-Gobain,Matériaux,74.16,1.81,659300,886475.0,0.74,74.736,75.789,80.644,43.6,2.012,2.59,102.75,65.88,81.04,72.22,,,,1.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,71.14,79.19,2026-07-24
SAN.PA,Sanofi,Santé,76.03,-0.43,2266793,2079809.0,1.09,76.429,76.087,79.594,50.3,1.68,1.98,91.15,71.25,78.42,72.93,,,,,False,0,EMA200 > EMA9 > EMA20 > Prix,0,73.51,80.23,2026-07-24
SU.PA,Schneider Electric,Industrie,268.05,1.0,508410,793810.0,0.64,267.754,269.991,256.616,47.2,7.382,2.45,293.7,208.8,287.7,257.15,,,,,False,0,EMA20 > Prix > EMA9 > EMA200,0,256.98,286.51,2026-07-24
GLE.PA,Société Générale,Banque,77.17,1.86,801542,1367044.0,0.59,76.255,75.797,67.103,55.3,2.036,2.65,79.07,50.9,78.85,71.2,,7.0,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,74.12,82.26,2026-07-24
STLAP.PA,Stellantis,Automobile,5.01,-0.26,2956594,5710172.0,0.52,5.045,5.12,6.995,41.9,0.192,3.58,10.49,4.59,5.27,4.59,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,4.72,5.49,2026-07-24
STMPA.PA,STMicroelectronics,Technologie,46.76,-2.46,4495109,2775436.0,1.62,54.13,57.439,41.701,30.7,3.587,4.82,70.85,18.2,66.19,46.15,,,baissière,0.0,True,2,EMA20 > EMA9 > Prix > EMA200,-1,41.38,55.73,2026-07-24
TEP.PA,Teleperformance,Services,56.32,3.61,203752,297019.0,0.69,54.358,53.952,59.95,55.8,2.609,4.45,87.98,43.65,56.9,43.65,,5.0,,,False,0,EMA200 > Prix > EMA9 > EMA20,0,52.41,62.84,2026-07-24
HO.PA,Thales,Défense,236.4,-0.8,237968,243694.0,0.98,229.295,228.33,236.644,59.1,6.553,2.67,279.3,212.6,248.5,216.4,,1.0,,,False,0,EMA200 > Prix > EMA9 > EMA20,0,226.57,252.78,2026-07-24
TTE.PA,TotalEnergies,Énergie,75.9,-0.37,3383133,3647012.0,0.93,73.017,71.726,67.82,66.4,1.59,1.79,81.34,49.24,76.68,65.75,,3.0,,1.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,73.51,79.88,2026-07-24
URW.PA,Unibail-Rodamco-Westfield,Immobilier,104.85,0.14,173909,204278.0,0.85,103.984,103.081,96.561,63.4,1.505,1.38,106.65,82.78,105.25,100.4,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,102.59,108.61,2026-07-24
VIE.PA,Veolia,Environnement,36.59,-0.52,1645587,1683401.0,0.98,36.918,36.74,33.463,50.2,0.606,1.55,37.66,27.43,37.66,35.64,,,,,False,0,EMA9 > EMA20 > Prix > EMA200,0,35.68,38.1,2026-07-24
DG.PA,Vinci,BTP,118.35,0.3,534440,813146.0,0.66,119.074,120.992,124.563,38.3,2.299,1.87,143.15,112.4,129.95,117.1,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,114.9,124.1,2026-07-24
VIV.PA,Vivendi,Médias,1.9,1.39,1164568,2192636.0,0.53,1.913,1.984,2.401,34.7,0.068,3.94,3.38,1.65,2.33,1.77,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,1.8,2.07,2026-07-24
ATO.PA,Atos,Technologie,30.08,4.74,85305,104020.0,0.82,30.265,31.728,50.022,35.5,1.345,3.78,63.24,26.88,35.0,27.68,,,,3.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,28.06,33.44,2026-07-24
SOI.PA,Soitec,Semi-conducteurs,115.25,-1.33,396923,389457.0,1.02,102.987,105.826,85.278,53.8,11.097,8.18,200.5,22.62,128.0,81.66,,,,5.0,False,4,Prix > EMA20 > EMA9 > EMA200,4,98.6,142.99,2026-07-24
NANO.PA,Nanobiotix,Biotech,35.04,1.15,84394,127942.0,0.66,34.135,33.667,25.596,56.2,2.303,7.43,47.66,5.66,37.46,30.4,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,31.59,40.8,2026-07-24
ADOC.PA,Adocia,Biotech,3.84,0.52,65097,134258.0,0.48,3.833,3.927,5.365,43.3,0.191,4.49,12.4,3.61,4.53,3.61,,,,,False,0,EMA200 > EMA20 > Prix > EMA9,0,3.55,4.32,2026-07-24
BVI.PA,Bureau Veritas,Services,26.98,-0.18,1150025,780004.0,1.47,27.143,26.99,26.99,52.0,0.474,1.58,29.6,24.58,27.64,26.14,,,,,False,0,EMA9 > EMA200 > EMA20 > Prix,0,26.27,28.17,2026-07-24
CO.PA,Casino Guichard,Distribution,0.17,-0.69,497789,407214.0,1.22,0.177,0.189,0.303,26.7,0.009,4.82,0.76,0.15,0.23,0.17,,,,4.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-8,0.16,0.19,2026-07-24
COFA.PA,Coface,Assurance,16.1,-0.37,148831,177657.0,0.84,16.034,15.793,15.541,65.5,0.241,1.55,16.99,14.02,16.39,14.92,,,,8.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,15.74,16.7,2026-07-24
GET.PA,Getlink,Transport,18.88,0.64,476168,737858.0,0.65,18.72,18.656,17.731,57.6,0.303,1.55,19.85,15.02,18.98,18.15,,5.0,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,18.43,19.64,2026-07-24
ICAD.PA,Icade,Immobilier,19.28,0.78,77112,124512.0,0.62,19.056,19.142,20.418,50.3,0.441,2.13,23.06,18.09,19.52,18.09,,,,,False,-4,EMA200 > Prix > EMA20 > EMA9,-4,18.62,20.38,2026-07-24
IPN.PA,Ipsen,Santé,158.4,-2.82,95940,105426.0,0.91,161.492,162.125,147.75,43.5,4.122,2.36,173.5,101.9,172.7,155.8,,7.0,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,152.22,168.71,2026-07-24
IPS.PA,Ipsos,Services,40.1,1.42,77527,79143.0,0.98,37.317,36.472,36.353,74.2,1.219,3.18,41.04,29.1,41.04,32.8,,3.0,,1.0,False,7,Prix > EMA9 > EMA20 > EMA200,6,38.27,43.15,2026-07-24
IPH.PA,InnatePharma,Biotech,1.59,0.76,76720,126188.0,0.61,1.568,1.577,1.536,51.7,0.064,3.65,2.2,1.03,1.76,1.5,,7.0,,5.0,False,4,Prix > EMA20 > EMA9 > EMA200,4,1.49,1.75,2026-07-24
JCQ.PA,Jacquet Metal Service,Industrie,22.1,0.0,985,2088.0,0.47,21.749,21.68,21.29,55.9,0.409,1.38,25.4,17.06,22.1,20.4,,1.0,,1.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,21.49,23.12,2026-07-24
MERY.PA,Mercialys,Immobilier,11.76,-0.17,140975,122477.0,1.15,11.706,11.696,11.501,53.3,0.174,1.3,12.98,10.42,12.02,11.46,,1.0,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,11.5,12.19,2026-07-24
NEX.PA,Nexans,Industrie,132.2,-1.2,111709,156558.0,0.71,134.225,137.156,134.997,37.0,4.125,2.68,169.0,109.7,146.5,130.1,,,,,False,0,EMA20 > EMA200 > EMA9 > Prix,0,126.01,142.51,2026-07-24
RUI.PA,Rubis,Énergie,32.72,0.18,82363,114829.0,0.72,32.399,32.314,32.916,53.7,0.549,1.41,37.08,27.36,33.12,30.3,,2.0,,2.0,False,0,EMA200 > Prix > EMA9 > EMA20,0,31.9,34.09,2026-07-24
SW.PA,Sodexo,Services,55.5,2.02,245605,348146.0,0.71,54.062,53.072,49.051,64.4,1.352,2.22,56.55,35.5,55.5,49.2,,,haussière,0.0,False,7,Prix > EMA9 > EMA20 > EMA200,8,53.47,58.88,2026-07-24
SPIE.PA,Spie,Services,48.38,0.5,253295,355860.0,0.71,48.477,48.898,47.637,45.8,1.231,2.5,54.55,41.44,53.45,46.6,,,,9.0,False,2,EMA20 > EMA9 > Prix > EMA200,2,46.53,51.46,2026-07-24
SK.PA,SEB,Biens de consommation,52.7,-4.7,78146,57312.0,1.36,50.765,49.923,53.073,58.3,2.169,3.95,68.6,40.84,57.1,45.32,,1.0,,1.0,False,0,EMA200 > Prix > EMA9 > EMA20,0,49.45,58.12,2026-07-24
TFI.PA,TF1,Médias,6.76,0.9,171284,217655.0,0.79,6.77,6.767,7.306,49.2,0.109,1.58,9.02,6.55,6.9,6.62,,6.0,,,False,0,EMA200 > EMA9 > EMA20 > Prix,0,6.6,7.03,2026-07-24
TKO.PA,Tikehau Capital,Finance,17.58,2.57,27985,99027.0,0.28,17.509,17.462,17.461,52.4,0.422,2.43,20.65,14.58,18.4,16.38,,9.0,,7.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,16.95,18.63,2026-07-24
VLA.PA,Valneva,Biotech,2.11,1.34,666618,390809.0,1.71,2.148,2.198,3.037,37.7,0.085,3.8,5.41,2.03,2.37,2.03,,,,1.0,True,-7,EMA200 > EMA20 > EMA9 > Prix,-7,1.98,2.32,2026-07-24
VK.PA,Vallourec,Industrie,22.11,1.05,875245,795707.0,1.1,21.371,21.327,20.388,57.1,0.583,2.32,27.67,14.76,22.31,19.8,haussier,0.0,haussière,0.0,False,7,Prix > EMA9 > EMA20 > EMA200,9,21.24,23.57,2026-07-24
VRLA.PA,Verallia,Industrie,18.66,-0.21,15866,18860.0,0.84,19.356,19.548,21.011,37.4,0.549,2.51,29.0,15.5,20.56,18.41,,2.0,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,17.84,20.03,2026-07-24
WLN.PA,Worldline,Technologie,9.69,2.67,378658,409888.0,0.92,9.894,10.172,17.6,42.1,0.567,4.56,36.83,9.05,11.17,9.05,,,,9.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,8.84,11.11,2026-07-24
XFAB.PA,X-FAB,Semi-conducteurs,6.95,-3.54,306243,498540.0,0.61,7.384,7.759,6.775,40.1,0.591,5.59,15.88,4.09,9.0,6.84,,,,5.0,False,2,EMA20 > EMA9 > Prix > EMA200,2,6.07,8.43,2026-07-24
