ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_tendance,configuration_tendance,score_opportunite,stop_suggere,objectif_suggere,date
DG.PA,Vinci,BTP,126.8,1.36,1042527,768527.0,1.36,122.016,121.613,124.378,63.2,2.501,1.73,143.15,112.4,126.8,117.1,haussier,0.0,,,False,0,Prix > EMA200 > EMA9 > EMA20,1,123.05,133.05,2026-08-04
VIV.PA,Vivendi,Médias,1.69,4.37,4335695,2148810.0,2.02,1.851,1.926,2.362,32.3,0.087,2.62,3.3,1.6,2.27,1.6,,,,1.0,True,-7,EMA200 > EMA20 > EMA9 > Prix,-7,1.56,1.91,2026-08-04
ATO.PA,Atos,Technologie,31.8,0.0,82373,119061.0,0.69,31.449,31.79,48.887,47.9,1.556,4.86,63.24,27.68,35.0,27.68,,,,9.0,False,-4,EMA200 > Prix > EMA20 > EMA9,-4,29.47,35.69,2026-08-04
SOI.PA,Soitec,Semi-conducteurs,120.1,9.88,395139,416978.0,0.95,106.883,106.358,86.46,56.9,11.056,8.86,200.5,22.62,128.0,81.66,haussier,0.0,,,False,7,Prix > EMA9 > EMA20 > EMA200,8,103.52,147.74,2026-08-04
NANO.PA,Nanobiotix,Biotech,34.3,1.48,53374,123856.0,0.43,33.925,33.742,26.074,53.2,2.185,6.53,47.66,5.9,37.46,30.5,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,31.02,39.76,2026-08-04
ADOC.PA,Adocia,Biotech,4.03,2.39,79206,102236.0,0.77,3.945,3.951,5.279,52.2,0.167,3.42,12.4,3.61,4.19,3.61,,,,,False,-4,EMA200 > Prix > EMA20 > EMA9,-4,3.78,4.45,2026-08-04
BVI.PA,Bureau Veritas,Services,28.63,1.35,930247,978405.0,0.95,27.943,27.513,27.061,63.0,0.689,2.09,30.18,24.58,30.18,26.49,,,,3.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,27.6,30.35,2026-08-04
CO.PA,Casino Guichard,Distribution,0.19,0.36,196426,466203.0,0.42,0.187,0.189,0.294,51.2,0.011,5.38,0.71,0.15,0.22,0.17,,,,,False,-4,EMA200 > Prix > EMA20 > EMA9,-4,0.18,0.22,2026-08-04
COFA.PA,Coface,Assurance,16.17,0.37,310315,194858.0,1.59,15.99,15.861,15.558,62.4,0.249,1.66,16.99,14.02,16.39,15.12,,,,,True,7,Prix > EMA9 > EMA20 > EMA200,7,15.8,16.79,2026-08-04
GET.PA,Getlink,Transport,18.58,0.49,523594,663851.0,0.79,18.592,18.608,17.776,49.1,0.285,1.52,19.85,15.02,18.99,18.23,,2.0,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,18.15,19.29,2026-08-04
ICAD.PA,Icade,Immobilier,19.51,-0.46,87067,117012.0,0.74,19.438,19.334,20.363,53.2,0.402,1.95,23.06,18.09,19.98,18.09,,4.0,,2.0,False,0,EMA200 > Prix > EMA9 > EMA20,0,18.91,20.52,2026-08-04
IPN.PA,Ipsen,Santé,156.9,2.48,127698,110504.0,1.16,158.635,160.269,148.316,44.5,5.138,3.09,173.5,104.6,169.8,153.1,,,,1.0,False,2,EMA20 > EMA9 > Prix > EMA200,2,149.19,169.75,2026-08-04
IPS.PA,Ipsos,Services,38.9,1.94,88897,101914.0,0.87,39.446,38.26,36.556,54.7,1.523,3.73,42.98,29.1,42.98,33.46,,9.0,,3.0,False,4,EMA9 > Prix > EMA20 > EMA200,4,36.62,42.71,2026-08-04
IPH.PA,InnatePharma,Biotech,1.53,0.39,98459,105942.0,0.93,1.56,1.571,1.537,44.1,0.057,3.23,2.2,1.03,1.72,1.5,,,,,False,0,EMA20 > EMA9 > EMA200 > Prix,0,1.45,1.68,2026-08-04
JCQ.PA,Jacquet Metal Service,Industrie,21.7,0.0,1648,1273.0,1.29,21.662,21.661,21.311,50.3,0.397,1.37,25.4,17.06,22.1,21.0,haussier,0.0,,7.0,False,7,Prix > EMA9 > EMA20 > EMA200,8,21.1,22.69,2026-08-04
MERY.PA,Mercialys,Immobilier,12.0,0.5,109975,133279.0,0.83,11.93,11.838,11.535,59.5,0.197,1.51,12.98,10.42,12.38,11.46,,7.0,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,11.7,12.49,2026-08-04
NEX.PA,Nexans,Industrie,132.9,2.86,231852,181928.0,1.27,131.157,133.8,134.644,45.9,4.945,3.35,169.0,109.7,139.3,123.8,,,,4.0,False,0,EMA200 > EMA20 > Prix > EMA9,0,125.48,145.26,2026-08-04
RUI.PA,Rubis,Énergie,32.66,-2.27,118054,103767.0,1.14,32.887,32.646,32.909,49.8,0.56,1.51,37.08,27.44,33.64,30.98,,8.0,,2.0,False,-4,EMA200 > EMA9 > Prix > EMA20,-4,31.82,34.06,2026-08-04
SW.PA,Sodexo,Services,56.5,-1.14,250199,282616.0,0.89,56.396,54.975,49.543,61.5,1.234,2.14,58.4,35.5,58.4,51.1,,,,3.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,54.65,59.58,2026-08-04
SPIE.PA,Spie,Services,46.92,-0.13,460652,348991.0,1.32,47.589,48.2,47.61,39.3,1.287,2.5,54.55,41.44,53.1,45.72,,,,,False,0,EMA20 > EMA200 > EMA9 > Prix,0,44.99,50.14,2026-08-04
SK.PA,SEB,Biens de consommation,60.2,-1.07,48556,68327.0,0.71,57.083,53.999,53.311,70.4,2.237,4.14,68.6,40.84,60.85,45.82,,7.0,,1.0,False,7,Prix > EMA9 > EMA20 > EMA200,6,56.85,65.79,2026-08-04
TFI.PA,TF1,Médias,6.99,-2.1,249699,248292.0,1.01,6.983,6.899,7.289,56.6,0.136,1.98,9.02,6.55,7.22,6.65,,,,3.0,False,0,EMA200 > Prix > EMA9 > EMA20,0,6.78,7.32,2026-08-04
TKO.PA,Tikehau Capital,Finance,17.16,3.5,72878,91472.0,0.8,17.022,17.207,17.421,49.1,0.57,3.2,20.5,14.58,18.4,15.58,,3.0,,2.0,False,0,EMA200 > EMA20 > Prix > EMA9,0,16.3,18.59,2026-08-04
VLA.PA,Valneva,Biotech,2.22,1.51,288163,399634.0,0.72,2.18,2.194,2.986,50.6,0.08,3.19,5.41,2.03,2.33,2.03,,,,7.0,False,-4,EMA200 > Prix > EMA20 > EMA9,-4,2.1,2.42,2026-08-04
VK.PA,Vallourec,Industrie,19.31,3.12,953714,867292.0,1.1,20.44,20.863,20.384,35.9,0.727,2.6,27.67,14.76,22.31,18.52,,2.0,,1.0,False,0,EMA20 > EMA9 > EMA200 > Prix,0,18.22,21.13,2026-08-04
VRLA.PA,Verallia,Industrie,18.6,2.03,16530,25308.0,0.65,18.817,19.159,20.865,42.1,0.59,2.88,29.0,15.5,20.54,17.91,,8.0,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,17.71,20.08,2026-08-04
WLN.PA,Worldline,Technologie,13.51,0.37,509114,469736.0,1.08,11.284,10.767,17.098,70.9,0.802,5.59,34.62,9.05,13.94,9.05,,1.0,,1.0,False,0,EMA200 > Prix > EMA9 > EMA20,-1,12.31,15.52,2026-08-04
XFAB.PA,X-FAB,Semi-conducteurs,6.72,4.84,384016,456936.0,0.84,6.791,7.225,6.76,42.0,0.569,6.17,15.88,4.09,8.58,6.07,,,,4.0,False,0,EMA20 > EMA9 > EMA200 > Prix,0,5.86,8.14,2026-08-04
