ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_tendance,configuration_tendance,score_opportunite,stop_suggere,objectif_suggere,date
SGO.PA,Saint-Gobain,Matériaux,83.94,-0.24,947109,941067.0,1.01,83.605,81.517,80.837,61.9,2.065,2.49,100.6,65.88,87.18,72.22,,,,7.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,80.84,89.1,2026-08-14
SAN.PA,Sanofi,Santé,75.52,-1.19,1428310,2224146.0,0.64,75.541,75.653,79.072,49.2,1.784,2.51,91.15,71.25,80.18,72.07,,9.0,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,72.84,79.98,2026-08-14
SU.PA,Schneider Electric,Industrie,306.4,-0.92,528878,875074.0,0.6,302.004,292.093,261.667,66.9,7.436,2.48,312.3,208.8,312.3,255.7,,,,2.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,295.25,324.99,2026-08-14
GLE.PA,Société Générale,Banque,82.36,-0.62,1190738,1410666.0,0.84,82.671,81.028,69.153,60.0,1.73,2.06,84.82,50.9,84.82,74.07,,,,6.0,False,4,EMA9 > Prix > EMA20 > EMA200,4,79.76,86.69,2026-08-14
STLAP.PA,Stellantis,Automobile,4.61,-0.43,3891369,5761293.0,0.68,4.761,4.888,6.679,34.1,0.188,3.69,10.49,4.59,5.34,4.61,,,,2.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,4.33,5.08,2026-08-14
STMPA.PA,STMicroelectronics,Technologie,46.65,-2.12,1729224,3425568.0,0.5,47.404,49.188,42.307,38.6,2.446,4.25,70.85,18.2,58.3,42.42,,,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,42.99,52.77,2026-08-14
TEP.PA,Teleperformance,Services,70.86,2.55,392983,320455.0,1.23,68.353,64.668,60.858,66.3,3.184,5.56,78.14,43.65,72.0,52.72,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,66.08,78.82,2026-08-14
HO.PA,Thales,Défense,270.4,0.67,161809,247733.0,0.65,264.791,254.977,239.797,73.2,6.409,2.29,279.3,212.6,274.2,222.2,,,,2.0,False,7,Prix > EMA9 > EMA20 > EMA200,6,260.79,286.42,2026-08-14
TTE.PA,TotalEnergies,Énergie,75.78,0.49,2433930,3399237.0,0.72,75.339,74.503,68.844,57.4,1.654,2.03,81.34,49.24,76.98,70.25,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,73.3,79.91,2026-08-14
URW.PA,Unibail-Rodamco-Westfield,Immobilier,103.5,0.1,145359,193123.0,0.75,103.865,103.93,97.638,48.2,1.32,1.18,106.65,85.6,106.2,102.55,,1.0,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,101.52,106.8,2026-08-14
VIE.PA,Veolia,Environnement,34.03,-0.56,1270828,1558888.0,0.82,34.615,35.172,33.66,36.1,0.625,1.87,37.66,27.43,37.57,33.75,,,baissière,0.0,False,2,EMA20 > EMA9 > Prix > EMA200,1,33.09,35.59,2026-08-14
DG.PA,Vinci,BTP,120.85,-0.9,691913,806850.0,0.86,122.949,122.745,124.341,44.0,2.223,1.53,143.15,112.4,127.75,117.25,,9.0,,8.0,False,0,EMA200 > EMA9 > EMA20 > Prix,0,117.52,126.41,2026-08-14
VIV.PA,Vivendi,Médias,1.69,3.93,2479817,2850812.0,0.87,1.692,1.772,2.303,39.8,0.073,4.5,3.21,1.56,2.05,1.56,,,,,False,0,EMA200 > EMA20 > Prix > EMA9,0,1.58,1.88,2026-08-14
ATO.PA,Atos,Technologie,29.56,-0.27,62828,120813.0,0.52,30.414,31.035,47.321,36.8,1.274,4.31,63.24,27.68,34.28,27.68,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,27.65,32.75,2026-08-14
SOI.PA,Soitec,Semi-conducteurs,129.2,-3.0,202221,361711.0,0.56,123.707,117.105,89.531,60.6,9.1,7.19,200.5,22.62,135.4,82.76,,8.0,,1.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,115.55,151.95,2026-08-14
NANO.PA,Nanobiotix,Biotech,32.3,-2.65,116123,117459.0,0.99,33.316,33.48,26.701,44.7,2.044,5.71,47.66,6.96,36.04,31.04,,1.0,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,29.23,37.41,2026-08-14
ADOC.PA,Adocia,Biotech,4.15,-1.66,96160,76090.0,1.26,4.103,4.048,5.18,55.8,0.153,3.17,12.4,3.61,4.3,3.69,,7.0,,7.0,False,0,EMA200 > Prix > EMA9 > EMA20,0,3.92,4.53,2026-08-14
BVI.PA,Bureau Veritas,Services,27.57,0.77,656077,1066824.0,0.61,27.88,27.777,27.146,49.1,0.56,2.02,30.18,24.58,30.18,26.49,,,,,False,0,EMA9 > EMA20 > Prix > EMA200,0,26.73,28.97,2026-08-14
CO.PA,Casino Guichard,Distribution,0.19,-3.07,320705,422668.0,0.76,0.198,0.196,0.287,47.1,0.011,6.05,0.71,0.15,0.22,0.17,,6.0,,6.0,False,0,EMA200 > EMA9 > EMA20 > Prix,0,0.18,0.22,2026-08-14
COFA.PA,Coface,Assurance,16.06,0.88,95943,183173.0,0.52,16.02,15.958,15.605,56.6,0.227,1.4,16.99,14.02,16.32,15.46,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,15.72,16.63,2026-08-14
GET.PA,Getlink,Transport,18.81,0.64,479865,601707.0,0.8,18.63,18.608,17.848,58.9,0.239,1.09,19.85,15.02,18.99,18.3,haussier,0.0,,,False,7,Prix > EMA9 > EMA20 > EMA200,8,18.45,19.41,2026-08-14
ICAD.PA,Icade,Immobilier,19.26,-0.26,78139,107564.0,0.73,19.217,19.239,20.261,49.6,0.358,1.73,22.76,18.09,19.98,18.45,,5.0,,,False,-4,EMA200 > Prix > EMA20 > EMA9,-4,18.72,20.15,2026-08-14
IPN.PA,Ipsen,Santé,156.0,-0.95,79668,115236.0,0.69,157.719,159.121,149.272,45.2,4.87,3.59,174.0,109.9,174.0,153.1,,,,9.0,False,2,EMA20 > EMA9 > Prix > EMA200,2,148.69,168.18,2026-08-14
IPS.PA,Ipsos,Services,39.38,1.76,112416,147368.0,0.76,38.899,38.546,36.738,54.8,1.338,3.84,42.98,29.1,42.98,35.02,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,37.37,42.72,2026-08-14
IPH.PA,InnatePharma,Biotech,1.86,-15.16,3265569,503407.0,6.49,1.848,1.729,1.559,58.2,0.137,5.73,2.33,1.03,2.33,1.5,,4.0,,2.0,True,7,Prix > EMA9 > EMA20 > EMA200,7,1.65,2.2,2026-08-14
JCQ.PA,Jacquet Metal Service,Industrie,20.75,0.73,2812,1657.0,1.7,21.036,21.283,21.291,39.4,0.341,1.35,25.4,17.06,22.1,20.5,,6.0,,1.0,True,-7,EMA200 > EMA20 > EMA9 > Prix,-7,20.24,21.6,2026-08-14
MERY.PA,Mercialys,Immobilier,11.6,-0.17,93308,136126.0,0.69,11.752,11.797,11.56,38.7,0.174,1.56,12.98,10.42,12.38,11.54,,2.0,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,11.34,12.04,2026-08-14
NEX.PA,Nexans,Industrie,140.0,-1.75,140962,213658.0,0.66,139.158,137.402,135.132,53.6,4.767,3.74,169.0,109.7,145.2,123.8,,5.0,,2.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,132.85,151.92,2026-08-14
RUI.PA,Rubis,Énergie,34.54,1.47,98336,110329.0,0.89,33.683,33.275,32.978,67.5,0.574,1.77,37.08,27.44,34.54,32.06,,,haussière,0.0,False,7,Prix > EMA9 > EMA20 > EMA200,8,33.68,35.98,2026-08-14
SW.PA,Sodexo,Services,56.8,-0.87,244719,253730.0,0.96,57.0,56.235,50.201,57.9,1.06,1.61,58.4,35.5,58.4,52.5,,,,,False,4,EMA9 > Prix > EMA20 > EMA200,4,55.21,59.45,2026-08-14
SPIE.PA,Spie,Services,47.9,-0.04,280518,338981.0,0.83,47.419,47.624,47.569,50.7,1.015,2.16,53.45,41.44,49.46,45.72,,,,,False,0,Prix > EMA20 > EMA200 > EMA9,0,46.38,50.44,2026-08-14
SK.PA,SEB,Biens de consommation,58.6,-1.68,36570,69939.0,0.52,58.899,57.123,53.836,58.5,1.934,3.1,68.6,40.84,62.1,47.72,,,,7.0,False,4,EMA9 > Prix > EMA20 > EMA200,4,55.7,63.43,2026-08-14
TFI.PA,TF1,Médias,7.05,1.0,209075,243999.0,0.86,6.991,6.955,7.264,59.2,0.114,1.63,9.02,6.55,7.22,6.67,,,,,False,0,EMA200 > Prix > EMA9 > EMA20,0,6.87,7.33,2026-08-14
TKO.PA,Tikehau Capital,Finance,17.3,2.25,25073,51000.0,0.49,17.035,17.074,17.38,52.6,0.443,2.89,20.3,14.58,18.1,15.58,,,,,False,-4,EMA200 > Prix > EMA20 > EMA9,-4,16.64,18.41,2026-08-14
VLA.PA,Valneva,Biotech,3.0,22.2,8628448,556679.0,15.5,2.476,2.349,2.939,84.9,0.149,4.98,5.34,2.03,3.24,2.03,,5.0,haussière,0.0,True,0,Prix > EMA200 > EMA9 > EMA20,2,2.78,3.37,2026-08-14
VK.PA,Vallourec,Industrie,18.09,-0.22,727641,1006370.0,0.72,18.683,19.501,20.24,29.4,0.633,2.99,27.67,14.76,22.31,17.98,,,,1.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-8,17.14,19.67,2026-08-14
VRLA.PA,Verallia,Industrie,18.32,2.29,17674,25564.0,0.69,18.289,18.62,20.643,43.1,0.494,2.34,26.94,15.5,20.3,17.67,,,,2.0,False,0,EMA200 > EMA20 > Prix > EMA9,0,17.58,19.56,2026-08-14
WLN.PA,Worldline,Technologie,12.76,3.4,431793,465844.0,0.93,12.238,11.743,16.712,60.6,0.76,6.82,34.62,9.05,14.01,9.42,,,,9.0,False,0,EMA200 > Prix > EMA9 > EMA20,0,11.62,14.66,2026-08-14
XFAB.PA,X-FAB,Semi-conducteurs,6.66,-3.89,306061,407352.0,0.75,6.882,7.026,6.769,41.8,0.43,5.4,15.88,4.09,7.56,6.07,,,,,False,0,EMA20 > EMA9 > EMA200 > Prix,0,6.02,7.74,2026-08-14
