ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_tendance,configuration_tendance,score_opportunite,stop_suggere,objectif_suggere,date
BN.PA,Danone,Agroalimentaire,66.32,0.21,907661,1229695.0,0.74,66.549,67.579,69.352,40.5,1.239,1.53,80.14,60.64,72.72,64.84,,,,4.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,64.46,69.42,2026-08-21
DSY.PA,Dassault Systèmes,Technologie,22.43,0.9,1449185,1992961.0,0.73,21.891,21.248,21.254,65.9,0.66,2.5,30.36,15.82,22.51,19.69,,,,,False,0,Prix > EMA9 > EMA200 > EMA20,0,21.44,24.08,2026-08-21
EDEN.PA,Edenred,Services,29.24,1.46,466922,556082.0,0.84,28.621,28.056,23.097,64.5,0.736,2.23,29.5,15.23,29.5,26.32,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,28.14,31.08,2026-08-21
ENGI.PA,Engie,Énergie,25.29,-1.1,2562931,3131476.0,0.82,25.723,26.116,25.375,35.9,0.53,1.86,29.89,17.2,27.93,25.24,,,,2.0,False,0,EMA20 > EMA9 > EMA200 > Prix,0,24.5,26.61,2026-08-21
EL.PA,EssilorLuxottica,Santé/Optique,163.2,1.24,431682,713059.0,0.61,163.902,165.595,203.248,44.4,4.776,2.61,323.8,159.2,176.6,159.2,,6.0,,4.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,156.04,175.14,2026-08-21
ERF.PA,Eurofins Scientific,Santé,72.84,0.03,210856,200362.0,1.05,70.982,70.053,64.916,68.7,1.399,1.61,74.32,54.86,73.0,66.4,,,,1.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,70.74,76.34,2026-08-21
RMS.PA,Hermès,Luxe,1573.0,1.52,63812,98860.0,0.65,1575.906,1590.949,1800.5,46.3,44.132,2.22,2300.0,1465.5,1705.0,1465.5,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,1506.8,1683.33,2026-08-21
KER.PA,Kering,Luxe,254.3,1.48,159288,333253.0,0.48,261.894,265.416,260.004,42.7,9.006,2.91,354.2,224.45,293.5,242.85,,3.0,,,False,0,EMA20 > EMA9 > EMA200 > Prix,0,240.79,276.81,2026-08-21
OR.PA,L'Oréal,Cosmétiques,386.6,0.21,236934,315129.0,0.75,382.5,382.597,375.242,53.9,7.898,1.81,408.35,338.85,401.0,367.5,,4.0,,,False,4,Prix > EMA20 > EMA9 > EMA200,4,374.75,406.34,2026-08-21
LR.PA,Legrand,Industrie,134.65,0.0,281592,569139.0,0.49,136.85,137.379,138.249,42.1,3.516,2.19,166.95,121.95,143.8,125.7,,1.0,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,129.38,143.44,2026-08-21
MC.PA,LVMH,Luxe,452.5,2.12,401255,508625.0,0.79,456.26,464.912,505.19,40.9,11.972,2.09,654.7,440.0,496.35,442.5,,,,1.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,434.54,482.43,2026-08-21
ML.PA,Michelin,Industrie,34.61,0.38,976854,1598086.0,0.61,34.456,34.473,32.325,52.7,0.584,1.42,35.72,25.51,35.48,33.46,,3.0,,,False,4,Prix > EMA20 > EMA9 > EMA200,4,33.73,36.07,2026-08-21
ORA.PA,Orange,Télécom,15.97,-0.87,5788102,4482268.0,1.29,16.167,16.277,16.179,41.8,0.316,1.59,18.81,13.07,17.52,15.83,,,,,False,0,EMA20 > EMA200 > EMA9 > Prix,0,15.49,16.76,2026-08-21
RI.PA,Pernod Ricard,Boissons,68.42,-0.49,427189,603307.0,0.71,68.443,67.877,71.479,54.9,1.491,1.89,107.45,58.6,71.14,63.36,,,,,False,-4,EMA200 > EMA9 > Prix > EMA20,-4,66.18,72.15,2026-08-21
PUB.PA,Publicis,Communication,102.35,0.49,542013,632832.0,0.86,100.742,97.922,86.168,69.9,2.147,1.92,103.1,68.14,103.1,88.72,,,,5.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,99.13,107.72,2026-08-21
RNO.PA,Renault,Automobile,28.63,0.07,978366,1326151.0,0.74,28.566,28.152,30.334,57.5,0.757,2.15,37.97,24.66,29.63,26.49,,,,2.0,False,0,EMA200 > Prix > EMA9 > EMA20,0,27.49,30.52,2026-08-21
SAF.PA,Safran,Aéronautique,343.6,0.0,328849,462410.0,0.71,351.166,349.548,312.236,46.7,7.891,1.89,366.5,262.6,366.5,329.0,,,,9.0,False,0,EMA9 > EMA20 > Prix > EMA200,0,331.76,363.33,2026-08-21
SGO.PA,Saint-Gobain,Matériaux,81.2,0.5,695785,964976.0,0.72,81.727,81.226,80.849,51.8,1.946,2.05,95.86,65.88,87.18,74.54,,,,,False,0,EMA9 > EMA20 > Prix > EMA200,0,78.28,86.06,2026-08-21
SAN.PA,Sanofi,Santé,78.94,1.48,1467583,2103791.0,0.7,77.277,76.584,79.024,61.0,1.689,1.81,91.15,71.25,80.18,72.07,,4.0,,,False,0,EMA200 > Prix > EMA9 > EMA20,0,76.41,83.16,2026-08-21
SU.PA,Schneider Electric,Industrie,296.8,0.85,522616,832367.0,0.63,298.552,294.155,263.471,55.4,7.28,1.93,312.3,208.9,312.3,255.7,,,,7.0,False,4,EMA9 > Prix > EMA20 > EMA200,4,285.88,315.0,2026-08-21
GLE.PA,Société Générale,Banque,76.12,-0.37,1884911,1526215.0,1.24,79.322,79.851,69.604,36.7,1.795,1.78,84.82,51.16,84.82,75.16,,1.0,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,73.43,80.61,2026-08-21
STLAP.PA,Stellantis,Automobile,4.65,4.21,6131532,6416369.0,0.96,4.609,4.744,6.578,44.0,0.208,3.97,10.49,4.38,5.34,4.38,,,,3.0,False,0,EMA200 > EMA20 > Prix > EMA9,0,4.34,5.17,2026-08-21
STMPA.PA,STMicroelectronics,Technologie,43.08,0.21,1504689,3169764.0,0.47,45.305,47.377,42.437,34.5,2.329,3.37,70.85,18.2,49.59,42.42,,,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,39.59,48.9,2026-08-21
TEP.PA,Teleperformance,Services,71.74,2.87,426107,338491.0,1.26,69.616,66.79,61.302,64.6,2.936,3.44,78.14,43.65,72.36,55.5,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,67.34,79.08,2026-08-21
HO.PA,Thales,Défense,253.1,-1.17,177912,239827.0,0.74,260.72,256.809,240.794,49.4,5.903,1.9,279.3,212.6,274.2,235.7,,,,7.0,False,0,EMA9 > EMA20 > Prix > EMA200,0,244.25,267.86,2026-08-21
TTE.PA,TotalEnergies,Énergie,77.44,-1.12,3691016,3025980.0,1.22,76.741,75.618,69.258,61.0,1.559,1.87,81.34,49.24,78.88,72.44,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,75.1,81.34,2026-08-21
URW.PA,Unibail-Rodamco-Westfield,Immobilier,103.05,0.0,400770,192276.0,2.08,103.13,103.459,97.904,47.3,1.226,1.05,106.65,85.6,106.2,101.3,,6.0,,3.0,True,2,EMA20 > EMA9 > Prix > EMA200,2,101.21,106.12,2026-08-21
VIE.PA,Veolia,Environnement,34.09,-0.55,1827440,1497734.0,1.22,34.244,34.727,33.684,39.1,0.57,1.3,37.66,27.43,37.06,33.71,,,,5.0,False,2,EMA20 > EMA9 > Prix > EMA200,2,33.24,35.51,2026-08-21
DG.PA,Vinci,BTP,119.3,-0.08,730077,811930.0,0.9,120.71,121.528,124.125,40.9,2.102,1.48,143.15,112.4,127.75,117.25,,4.0,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,116.15,124.56,2026-08-21
VIV.PA,Vivendi,Médias,1.66,0.42,2206134,3057424.0,0.72,1.669,1.727,2.273,38.3,0.061,2.78,3.21,1.56,2.05,1.56,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,1.57,1.81,2026-08-21
ATO.PA,Atos,Technologie,29.04,1.54,46941,101028.0,0.46,29.261,30.106,46.416,39.1,1.139,3.05,63.24,27.68,34.28,27.92,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,27.33,31.89,2026-08-21
SOI.PA,Soitec,Semi-conducteurs,109.8,0.05,229228,314580.0,0.73,116.607,115.962,90.797,45.7,8.654,5.84,200.5,22.62,135.4,93.42,,,,6.0,False,0,EMA9 > EMA20 > Prix > EMA200,0,96.82,131.44,2026-08-21
NANO.PA,Nanobiotix,Biotech,38.04,1.71,76355,136362.0,0.56,35.902,34.865,27.196,63.0,2.209,5.65,47.66,6.96,39.98,31.94,,4.0,,2.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,34.73,43.56,2026-08-21
ADOC.PA,Adocia,Biotech,4.17,1.16,74576,81741.0,0.91,4.157,4.103,5.131,54.6,0.145,3.09,12.4,3.61,4.3,3.84,,,,,False,0,EMA200 > Prix > EMA9 > EMA20,0,3.95,4.53,2026-08-21
BVI.PA,Bureau Veritas,Services,27.55,0.47,1408744,1024109.0,1.38,27.617,27.664,27.167,49.3,0.464,1.21,30.18,24.58,30.18,27.04,,2.0,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,26.85,28.71,2026-08-21
CO.PA,Casino Guichard,Distribution,0.19,1.65,134066,422730.0,0.32,0.19,0.192,0.282,42.9,0.01,4.83,0.64,0.15,0.22,0.17,,2.0,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,0.17,0.21,2026-08-21
COFA.PA,Coface,Assurance,15.87,0.32,85170,167555.0,0.51,15.923,15.928,15.62,48.7,0.202,1.04,16.66,14.02,16.29,15.46,baissier,0.0,,,False,2,EMA20 > EMA9 > Prix > EMA200,1,15.57,16.38,2026-08-21
GET.PA,Getlink,Transport,19.28,0.31,593747,581367.0,1.02,18.91,18.765,17.902,69.3,0.251,1.16,19.85,15.02,19.36,18.35,,5.0,,1.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,18.9,19.91,2026-08-21
ICAD.PA,Icade,Immobilier,18.98,1.99,130781,97750.0,1.34,18.951,19.076,20.189,46.5,0.339,1.52,22.76,18.09,19.98,18.53,,,,,False,0,EMA200 > EMA20 > Prix > EMA9,0,18.47,19.83,2026-08-21
IPN.PA,Ipsen,Santé,163.4,0.0,53626,111756.0,0.48,161.631,160.838,149.965,53.8,4.786,2.38,174.0,109.9,174.0,153.1,,2.0,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,156.22,175.37,2026-08-21
IPS.PA,Ipsos,Services,38.98,0.62,97823,132792.0,0.74,38.811,38.629,36.835,53.1,1.144,2.12,42.98,29.1,42.98,35.02,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,37.26,41.84,2026-08-21
IPH.PA,InnatePharma,Biotech,1.91,7.19,992954,794366.0,1.25,1.83,1.763,1.572,60.0,0.13,6.8,2.33,1.03,2.33,1.51,,9.0,,7.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,1.71,2.23,2026-08-21
JCQ.PA,Jacquet Metal Service,Industrie,20.5,-0.24,2024,2050.0,0.99,20.747,21.026,21.263,37.2,0.302,1.16,25.4,17.06,22.1,20.5,,,,6.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,20.05,21.25,2026-08-21
MERY.PA,Mercialys,Immobilier,11.3,-0.53,83355,129638.0,0.64,11.495,11.633,11.552,27.9,0.156,1.17,12.98,10.42,12.38,11.28,,7.0,baissière,0.0,False,0,EMA20 > EMA200 > EMA9 > Prix,-2,11.07,11.69,2026-08-21
NEX.PA,Nexans,Industrie,141.8,2.38,158024,207816.0,0.76,139.47,138.235,135.317,56.2,4.392,2.81,169.0,109.7,145.2,123.8,,,,7.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,135.21,152.78,2026-08-21
RUI.PA,Rubis,Énergie,33.7,-1.23,82979,110714.0,0.75,33.916,33.582,33.036,53.5,0.543,1.69,37.08,27.8,34.54,32.56,,,,5.0,False,4,EMA9 > Prix > EMA20 > EMA200,4,32.89,35.06,2026-08-21
SW.PA,Sodexo,Services,56.25,0.0,160995,228337.0,0.71,56.444,56.209,50.495,53.7,0.949,1.44,58.4,35.5,58.4,55.7,,,,,False,4,EMA9 > Prix > EMA20 > EMA200,4,54.83,58.62,2026-08-21
SPIE.PA,Spie,Services,45.32,-0.44,248803,312466.0,0.8,46.407,46.993,47.499,33.0,0.966,1.62,53.45,41.44,49.4,45.1,,,,1.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,43.87,47.74,2026-08-21
SK.PA,SEB,Biens de consommation,58.9,1.99,31288,56060.0,0.56,58.414,57.516,54.063,58.6,1.653,2.25,66.45,40.84,62.1,52.75,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,56.42,63.03,2026-08-21
TFI.PA,TF1,Médias,6.97,0.29,88502,226798.0,0.39,6.971,6.957,7.251,51.9,0.104,1.35,9.02,6.55,7.22,6.82,,,,,False,-4,EMA200 > EMA9 > Prix > EMA20,-4,6.81,7.22,2026-08-21
TKO.PA,Tikehau Capital,Finance,17.0,0.83,15725,46319.0,0.34,16.976,17.025,17.359,48.9,0.417,2.05,20.05,14.58,17.84,15.58,,,,,False,0,EMA200 > EMA20 > Prix > EMA9,0,16.37,18.04,2026-08-21
VLA.PA,Valneva,Biotech,2.97,1.37,888987,1271053.0,0.7,2.797,2.588,2.94,74.5,0.17,6.45,5.34,2.03,3.24,2.12,,,,5.0,False,0,Prix > EMA200 > EMA9 > EMA20,-1,2.71,3.39,2026-08-21
VK.PA,Vallourec,Industrie,17.71,-2.24,955033,983808.0,0.97,18.227,18.92,20.133,27.3,0.561,2.6,27.67,14.76,22.09,17.67,,,,6.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-8,16.87,19.11,2026-08-21
VRLA.PA,Verallia,Industrie,19.18,3.45,16849,30200.0,0.56,18.614,18.666,20.547,56.1,0.477,2.17,26.24,15.5,19.59,17.67,,,,7.0,False,-4,EMA200 > Prix > EMA20 > EMA9,-4,18.46,20.37,2026-08-21
WLN.PA,Worldline,Technologie,12.28,4.35,227666,470956.0,0.48,12.143,11.882,16.485,55.2,0.683,5.05,34.62,9.05,14.01,9.74,,,,,False,0,EMA200 > Prix > EMA9 > EMA20,0,11.26,13.99,2026-08-21
XFAB.PA,X-FAB,Semi-conducteurs,5.92,2.07,783404,401261.0,1.95,6.314,6.654,6.739,34.7,0.424,4.66,15.88,4.09,7.31,5.74,,,,1.0,True,-7,EMA200 > EMA20 > EMA9 > Prix,-7,5.28,6.98,2026-08-21
