ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_tendance,configuration_tendance,score_opportunite,stop_suggere,objectif_suggere,date
AI.PA,Air Liquide,Industrie,167.38,0.36,685115,696474.0,0.98,168.61,170.479,163.446,37.5,2.309,1.14,182.26,140.78,178.12,165.36,,,,3.0,False,2,EMA20 > EMA9 > Prix > EMA200,2,163.92,173.15,2026-08-20
AIR.PA,Airbus,Aéronautique,204.8,-1.56,548650,956441.0,0.57,210.201,208.947,189.026,46.5,4.307,1.67,221.3,157.42,217.05,202.6,,,,,False,0,EMA9 > EMA20 > Prix > EMA200,0,198.34,215.57,2026-08-20
ALO.PA,Alstom,Industrie,15.82,-0.31,656959,1095951.0,0.6,16.049,16.124,19.424,44.3,0.372,2.04,30.23,14.72,17.05,15.3,,2.0,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,15.27,16.76,2026-08-20
MT.AS,ArcelorMittal,Matériaux,61.16,-1.74,2008627,1485684.0,1.35,62.488,61.719,50.163,50.4,2.165,3.15,65.24,27.42,65.24,56.8,,,,,False,0,EMA9 > EMA20 > Prix > EMA200,0,57.91,66.57,2026-08-20
CS.PA,AXA,Assurance,43.53,-1.02,2110085,2268330.0,0.93,44.388,44.501,41.374,37.4,0.567,1.16,45.66,36.55,45.66,43.23,,1.0,baissière,0.0,False,2,EMA20 > EMA9 > Prix > EMA200,1,42.68,44.95,2026-08-20
BNP.PA,BNP Paribas,Banque,105.96,-0.77,1478843,1593045.0,0.93,109.358,108.873,92.592,43.2,1.97,1.39,113.82,65.12,113.82,103.46,,,,,False,0,EMA9 > EMA20 > Prix > EMA200,0,103.01,110.88,2026-08-20
EN.PA,Bouygues,BTP/Télécom,46.38,-0.69,369196,549840.0,0.67,47.218,47.615,46.929,38.0,0.858,1.52,53.48,35.39,50.2,46.0,,5.0,,,False,0,EMA20 > EMA9 > EMA200 > Prix,0,45.09,48.52,2026-08-20
CAP.PA,Capgemini,Technologie,109.55,-0.72,366816,650676.0,0.56,107.818,104.755,110.089,61.8,3.851,3.12,153.05,85.62,111.85,85.62,,,,,False,0,EMA200 > Prix > EMA9 > EMA20,0,103.77,119.18,2026-08-20
CA.PA,Carrefour,Distribution,15.73,-0.25,1176301,1934014.0,0.61,15.781,15.885,15.449,44.7,0.272,1.15,17.53,11.94,16.74,15.22,,,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,15.32,16.41,2026-08-20
ACA.PA,Crédit Agricole,Banque,19.1,-0.34,3289034,4221948.0,0.78,19.563,19.281,17.43,50.8,0.314,1.43,20.4,15.29,20.4,18.0,,,,6.0,False,0,EMA9 > EMA20 > Prix > EMA200,0,18.63,19.89,2026-08-20
BN.PA,Danone,Agroalimentaire,66.18,0.76,782634,1310567.0,0.6,66.632,67.768,69.375,39.7,1.289,1.55,80.14,60.64,72.72,64.84,,,,3.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,64.25,69.4,2026-08-20
