ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,atr_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,jours_depuis_croisement,cassure_20j,jours_depuis_cassure,volume_confirme,score_tendance,configuration_tendance,score_opportunite,stop_suggere,objectif_suggere,date
BN.PA,Danone,Agroalimentaire,67.98,1.43,1037343,1329192.0,0.78,68.109,68.99,69.576,43.8,1.354,1.88,80.14,60.64,74.12,66.74,,9.0,,1.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,65.95,71.36,2026-08-13
DSY.PA,Dassault Systèmes,Technologie,20.92,-2.24,1691867,2115534.0,0.8,21.308,20.568,21.214,56.8,0.699,3.52,30.36,15.82,22.43,17.56,,,,4.0,False,0,EMA9 > EMA200 > Prix > EMA20,0,19.87,22.67,2026-08-13
EDEN.PA,Edenred,Services,27.97,0.94,442999,769911.0,0.58,28.13,27.417,22.691,59.9,0.771,2.82,29.5,15.23,29.5,25.16,,,,6.0,False,4,EMA9 > Prix > EMA20 > EMA200,4,26.81,29.9,2026-08-13
ENGI.PA,Engie,Énergie,26.13,0.62,3045129,2904456.0,1.05,26.374,26.604,25.348,42.6,0.567,2.31,29.89,17.2,27.93,25.92,,,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,25.28,27.55,2026-08-13
EL.PA,EssilorLuxottica,Santé/Optique,163.75,-0.4,473898,714390.0,0.66,167.969,168.344,206.165,41.6,5.259,3.25,323.8,160.6,176.6,160.8,baissier,0.0,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-8,155.86,176.9,2026-08-13
ERF.PA,Eurofins Scientific,Santé,70.1,0.72,124732,229006.0,0.54,69.565,69.068,64.503,58.1,1.397,1.86,74.32,54.86,71.28,64.56,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,68.0,73.59,2026-08-13
RMS.PA,Hermès,Luxe,1579.5,-1.47,61191,95810.0,0.64,1607.405,1616.014,1816.831,44.6,51.795,3.41,2300.0,1465.5,1709.0,1465.5,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,1501.81,1708.99,2026-08-13
KER.PA,Kering,Luxe,270.6,-0.79,213806,330586.0,0.65,277.176,271.28,259.869,51.5,9.764,3.14,354.2,209.2,293.5,236.2,,,,,False,0,EMA9 > EMA20 > Prix > EMA200,0,255.95,295.01,2026-08-13
OR.PA,L'Oréal,Cosmétiques,383.3,0.75,242355,305122.0,0.79,384.637,383.898,374.739,50.0,7.989,2.14,408.35,338.85,401.0,366.1,,9.0,,9.0,False,0,EMA9 > EMA20 > Prix > EMA200,0,371.32,403.27,2026-08-13
LR.PA,Legrand,Industrie,141.75,-0.67,381576,603961.0,0.63,139.353,138.368,138.376,56.6,3.777,2.85,166.95,121.95,143.8,125.7,,2.0,,,False,0,Prix > EMA9 > EMA200 > EMA20,0,136.08,151.19,2026-08-13
MC.PA,LVMH,Luxe,460.0,-1.06,515560,520698.0,0.99,473.216,476.993,508.619,38.6,13.135,2.75,654.7,440.0,503.1,449.5,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,440.3,492.84,2026-08-13
ML.PA,Michelin,Industrie,34.86,0.72,1800346,1661921.0,1.08,34.583,34.514,32.162,56.2,0.644,1.82,35.72,25.51,35.48,33.46,,4.0,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,33.89,36.47,2026-08-13
ORA.PA,Orange,Télécom,16.28,0.84,3428691,4345177.0,0.79,16.302,16.386,16.176,47.3,0.367,2.19,18.81,13.07,17.52,15.83,,6.0,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,15.73,17.2,2026-08-13
RI.PA,Pernod Ricard,Boissons,68.34,0.56,502673,665156.0,0.76,68.413,67.306,71.683,56.3,1.784,2.52,107.45,58.6,71.14,61.16,,,,,False,-4,EMA200 > EMA9 > Prix > EMA20,-4,65.66,72.8,2026-08-13
PUB.PA,Publicis,Communication,99.98,0.97,444271,688887.0,0.64,97.691,94.648,85.105,70.1,2.372,2.44,100.85,68.14,100.85,85.02,,,,5.0,False,7,Prix > EMA9 > EMA20 > EMA200,6,96.42,105.91,2026-08-13
RNO.PA,Renault,Automobile,28.23,-0.35,656310,1356390.0,0.48,28.206,27.691,30.45,58.7,0.728,2.41,37.97,24.66,29.02,25.46,,,,8.0,False,0,EMA200 > Prix > EMA9 > EMA20,0,27.14,30.05,2026-08-13
SAF.PA,Safran,Aéronautique,358.0,-1.54,299737,539477.0,0.56,356.276,348.414,309.468,61.6,8.56,2.39,366.5,262.6,366.5,316.9,,,,3.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,345.16,379.4,2026-08-13
SGO.PA,Saint-Gobain,Matériaux,84.14,-0.12,543601,886821.0,0.61,83.363,81.049,80.795,62.8,2.144,2.23,100.75,65.88,87.18,72.22,,8.0,,6.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,80.92,89.5,2026-08-13
SAN.PA,Sanofi,Santé,76.43,1.34,1683016,2128833.0,0.79,75.608,75.745,79.151,52.8,1.83,2.61,91.15,71.25,80.18,72.07,,7.0,,9.0,False,-4,EMA200 > Prix > EMA20 > EMA9,-4,73.69,81.0,2026-08-13
SU.PA,Schneider Electric,Industrie,309.25,-0.56,637010,841766.0,0.76,300.337,289.802,260.9,70.0,7.741,2.53,312.3,208.8,312.3,255.7,,8.0,,1.0,False,7,Prix > EMA9 > EMA20 > EMA200,6,297.64,328.6,2026-08-13
GLE.PA,Société Générale,Banque,82.87,-0.3,1179052,1380562.0,0.85,82.648,80.707,68.895,62.7,1.811,2.05,84.82,50.9,84.82,73.15,,,,5.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,80.15,87.4,2026-08-13
STLAP.PA,Stellantis,Automobile,4.63,-0.02,6657327,5602299.0,1.19,4.801,4.923,6.716,35.1,0.193,3.68,10.49,4.59,5.34,4.61,,,,1.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,4.34,5.11,2026-08-13
STMPA.PA,STMicroelectronics,Technologie,47.67,-0.77,2301624,3407076.0,0.68,47.669,49.747,42.227,40.5,2.579,4.45,70.85,18.2,59.24,42.42,,,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,43.8,54.11,2026-08-13
TEP.PA,Teleperformance,Services,69.1,-0.37,240429,273409.0,0.88,67.433,63.518,60.679,67.0,2.806,4.24,78.14,43.65,70.74,51.6,,,,2.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,64.89,76.12,2026-08-13
HO.PA,Thales,Défense,268.6,-1.21,218271,241956.0,0.9,263.195,252.89,239.404,71.7,6.573,2.46,279.3,212.6,274.2,217.7,,,,1.0,False,7,Prix > EMA9 > EMA20 > EMA200,6,258.74,285.03,2026-08-13
TTE.PA,TotalEnergies,Énergie,75.41,-0.16,2760863,3458060.0,0.8,75.169,74.228,68.698,56.4,1.721,2.17,81.34,49.24,76.98,68.57,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,72.83,79.71,2026-08-13
URW.PA,Unibail-Rodamco-Westfield,Immobilier,103.4,0.0,166617,189279.0,0.88,103.938,103.915,97.5,48.0,1.345,1.15,106.65,85.6,106.2,102.15,,,,,False,0,EMA9 > EMA20 > Prix > EMA200,0,101.38,106.76,2026-08-13
VIE.PA,Veolia,Environnement,34.22,-0.73,1011495,1486163.0,0.68,34.807,35.366,33.647,37.4,0.64,1.73,37.66,27.43,37.6,34.16,,,,8.0,False,2,EMA20 > EMA9 > Prix > EMA200,2,33.26,35.82,2026-08-13
DG.PA,Vinci,BTP,121.95,-1.09,770279,776069.0,0.99,123.399,122.871,124.391,47.0,2.26,1.56,143.15,112.4,127.75,117.1,,7.0,,,False,0,EMA200 > EMA9 > EMA20 > Prix,0,118.56,127.6,2026-08-13
VIV.PA,Vivendi,Médias,1.63,-0.06,2800532,2033246.0,1.38,1.701,1.795,2.316,32.1,0.071,2.93,3.21,1.6,2.05,1.6,,,,8.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,1.52,1.81,2026-08-13
ATO.PA,Atos,Technologie,29.64,0.07,57985,120183.0,0.48,30.608,31.183,47.649,37.6,1.286,4.17,63.24,27.68,34.28,27.68,,,,,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,27.71,32.85,2026-08-13
SOI.PA,Soitec,Semi-conducteurs,133.2,1.14,215300,373968.0,0.58,122.284,115.85,88.975,63.7,9.466,7.38,200.5,22.62,135.4,81.66,,7.0,haussière,0.0,False,7,Prix > EMA9 > EMA20 > EMA200,8,119.0,156.86,2026-08-13
NANO.PA,Nanobiotix,Biotech,33.18,-3.88,194727,115327.0,1.69,33.573,33.603,26.573,48.4,2.092,5.52,47.66,6.92,36.04,30.5,baissier,0.0,,,True,2,EMA20 > EMA9 > Prix > EMA200,-1,30.04,38.41,2026-08-13
ADOC.PA,Adocia,Biotech,4.22,2.73,199459,67999.0,2.93,4.091,4.036,5.202,59.9,0.155,3.14,12.4,3.61,4.3,3.69,,6.0,,,True,0,EMA200 > Prix > EMA9 > EMA20,0,3.98,4.6,2026-08-13
BVI.PA,Bureau Veritas,Services,27.36,-1.37,903647,1005473.0,0.9,27.958,27.785,27.135,46.7,0.561,1.99,30.18,24.58,30.18,26.49,,,,,False,0,EMA9 > EMA20 > Prix > EMA200,0,26.52,28.76,2026-08-13
CO.PA,Casino Guichard,Distribution,0.2,-0.2,199702,429658.0,0.46,0.199,0.196,0.29,51.4,0.011,6.44,0.71,0.15,0.22,0.17,,5.0,,5.0,False,-4,EMA200 > EMA9 > Prix > EMA20,-4,0.18,0.23,2026-08-13
COFA.PA,Coface,Assurance,15.92,-0.62,121698,186219.0,0.65,16.012,15.947,15.597,51.4,0.224,1.39,16.99,14.02,16.32,15.7,,,,,False,0,EMA9 > EMA20 > Prix > EMA200,0,15.58,16.48,2026-08-13
GET.PA,Getlink,Transport,18.69,0.38,393659,589092.0,0.67,18.589,18.593,17.832,54.1,0.244,1.21,19.85,15.02,18.99,18.23,,9.0,,,False,4,Prix > EMA20 > EMA9 > EMA200,4,18.32,19.3,2026-08-13
ICAD.PA,Icade,Immobilier,19.31,0.94,78680,107282.0,0.73,19.206,19.234,20.28,50.9,0.358,1.6,23.06,18.09,19.98,18.45,,4.0,,9.0,False,-4,EMA200 > Prix > EMA20 > EMA9,-4,18.77,20.21,2026-08-13
IPN.PA,Ipsen,Santé,157.5,1.29,85759,113752.0,0.75,157.971,159.225,149.019,46.4,4.472,3.09,173.5,109.9,168.7,153.1,,,,8.0,False,2,EMA20 > EMA9 > Prix > EMA200,2,150.79,168.68,2026-08-13
IPS.PA,Ipsos,Services,38.7,1.9,220245,111950.0,1.97,38.892,38.553,36.715,52.3,1.295,2.89,42.98,29.1,42.98,35.3,,,,,True,4,EMA9 > Prix > EMA20 > EMA200,4,36.76,41.94,2026-08-13
IPH.PA,InnatePharma,Biotech,2.19,0.92,1602968,427577.0,3.75,1.847,1.717,1.556,83.4,0.114,5.22,2.33,1.03,2.33,1.5,,3.0,,1.0,True,7,Prix > EMA9 > EMA20 > EMA200,6,2.02,2.48,2026-08-13
JCQ.PA,Jacquet Metal Service,Industrie,20.6,-0.72,1917,1665.0,1.15,21.119,21.357,21.296,36.1,0.353,1.27,25.4,17.06,22.1,20.6,,5.0,baissière,0.0,False,0,EMA20 > EMA200 > EMA9 > Prix,-1,20.07,21.48,2026-08-13
MERY.PA,Mercialys,Immobilier,11.62,0.0,63034,136568.0,0.46,11.787,11.81,11.555,40.4,0.175,1.52,12.98,10.42,12.38,11.48,,1.0,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,11.36,12.06,2026-08-13
NEX.PA,Nexans,Industrie,142.5,-1.52,175359,209130.0,0.84,138.929,137.228,135.092,57.1,4.875,3.67,169.0,109.7,145.2,123.8,,3.0,,1.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,135.19,154.69,2026-08-13
RUI.PA,Rubis,Énergie,34.04,1.73,165743,102506.0,1.62,33.451,33.106,32.958,63.1,0.574,1.72,37.08,27.44,34.12,31.66,,,haussière,0.0,True,7,Prix > EMA9 > EMA20 > EMA200,10,33.18,35.48,2026-08-13
SW.PA,Sodexo,Services,57.3,-0.17,238977,266549.0,0.9,57.025,56.077,50.06,62.0,1.086,1.66,58.4,35.5,58.4,52.5,,,,,False,7,Prix > EMA9 > EMA20 > EMA200,7,55.67,60.02,2026-08-13
SPIE.PA,Spie,Services,47.92,0.5,398814,321868.0,1.24,47.338,47.671,47.577,50.2,1.058,2.06,54.0,41.44,49.46,45.72,,,,,False,0,Prix > EMA20 > EMA200 > EMA9,0,46.33,50.56,2026-08-13
SK.PA,SEB,Biens de consommation,59.6,1.62,48823,68362.0,0.71,58.891,56.747,53.739,64.2,1.91,3.13,68.6,40.84,62.1,47.72,,,,6.0,False,7,Prix > EMA9 > EMA20 > EMA200,7,56.74,64.37,2026-08-13
TFI.PA,TF1,Médias,6.97,0.22,121082,243485.0,0.5,6.973,6.936,7.268,54.9,0.114,1.76,9.02,6.55,7.22,6.67,,,,,False,0,EMA200 > Prix > EMA9 > EMA20,0,6.8,7.26,2026-08-13
TKO.PA,Tikehau Capital,Finance,16.92,-0.47,17788,56228.0,0.32,17.002,17.104,17.395,46.8,0.447,2.79,20.5,14.58,18.4,15.58,,,,9.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,16.25,18.04,2026-08-13
VLA.PA,Valneva,Biotech,2.45,-0.2,1013341,514181.0,1.97,2.346,2.282,2.945,68.2,0.099,3.94,5.41,2.03,2.56,2.03,,4.0,,2.0,True,0,EMA200 > Prix > EMA9 > EMA20,0,2.31,2.7,2026-08-13
VK.PA,Vallourec,Industrie,18.13,-0.82,842381,937382.0,0.9,18.843,19.667,20.258,30.1,0.665,3.07,27.67,14.76,22.31,17.98,,9.0,baissière,0.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-8,17.13,19.79,2026-08-13
VRLA.PA,Verallia,Industrie,17.91,0.06,16364,24864.0,0.66,18.304,18.695,20.69,35.6,0.498,2.36,27.34,15.5,20.54,17.67,,,,1.0,False,-7,EMA200 > EMA20 > EMA9 > Prix,-7,17.16,19.16,2026-08-13
WLN.PA,Worldline,Technologie,12.34,4.45,554699,423626.0,1.31,12.049,11.557,16.791,58.0,0.766,5.86,34.62,9.05,14.01,9.42,,8.0,,8.0,False,0,EMA200 > Prix > EMA9 > EMA20,0,11.19,14.26,2026-08-13
XFAB.PA,X-FAB,Semi-conducteurs,6.93,-2.53,197135,393366.0,0.5,6.947,7.099,6.773,45.1,0.447,5.38,15.88,4.09,8.15,6.07,,,,,False,2,EMA20 > EMA9 > Prix > EMA200,2,6.26,8.05,2026-08-13
